"DATE","CATEGORY","SUBJECT","DOWNLOAD"
"19-Nov-2025","NSE Listing","Press Release dated November 19, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_19112025_20251119182538.pdf"
"19-Nov-2025","NSE Indices","Inclusions in Nifty IPO w.e.f. November 24, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs19112025_20251119155726.pdf"
"18-Nov-2025","Surveillance","Clarification by Anand Rathi Share and Stock Brokers Limited
News about GAIL (India) Limited
Clarification by Gallantt Ispat Limited
News about Inox Green Energy Services Limited
News about Mahanagar Gas Limited
News about MphasiS Limited
Clarification by Studds Accessories Limited
Clarification by Sundram Fasteners Limited
Clarification by Triveni Turbine Limited
Clarification by WeWork India Management Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_18112025_20251118202257.pdf"
"18-Nov-2025","NSE Listing","Press Release dated November 18, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_List_18112025_20251118174418.pdf"
"17-Nov-2025","NSE Listing","Press Release dated November 17, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_17112025_20251117192023.pdf"
"17-Nov-2025","Surveillance","Clarification by Anand Rathi Share and Stock Brokers Limited
News about MphasiS Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_17112025_20251117183844.pdf"
"17-Nov-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. November 20, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs17112025_2_20251117170931.pdf"
"17-Nov-2025","NSE Indices","Replacements in indices w.e.f. November 28, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs17112025_1_20251117170908.pdf"
"17-Nov-2025","NSE Indices","Changes in Nifty Fixed Income indices w.e.f. November 20,2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs17112025_20251117170726.pdf"
"14-Nov-2025","Corporate Communications","'Bharat Ka Share Bazaar’ Pavilion at India International Trade Fair 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_cc_14112025_20251114205321.pdf"
"14-Nov-2025","Surveillance","News about Adani Energy Solutions Limited
News about Adani Enterprises Limited
News about Adani Green Energy Limited
Clarification by Hemisphere Properties India Limited
Clarification by Thyrocare Technologies Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_14112025_20251114191514.pdf"
"14-Nov-2025","NSE Indices","Changes in Nifty Fixed Income indices w.e.f. November 19,2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs14112025_20251114182523.pdf"
"13-Nov-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. November 18, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs13112025_1_20251113183612.pdf"
"13-Nov-2025","NSE Indices","Exclusion of Tata Motors Commercial Vehicles w.e.f. November 17, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs13112025_20251113183535.pdf"
"13-Nov-2025","Surveillance","News about Adani Total Gas Limited
Clarification by Gretex Corporate Services Limited
Clarification by Hemisphere Properties India Limited
Clarification by Tejas Networks Limited
Clarification by Thyrocare Technologies Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_13112025_20251113181615.pdf"
"13-Nov-2025","NSE Listing","Press Release dated November 13, 2025.","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_List_13112025_20251113172845.pdf"
"13-Nov-2025","Corporate Communications","Investors accounts cross the milestone of 24 crore (240 million) on NSE","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_cc_13112025_20251113142822.pdf"
"12-Nov-2025","Surveillance","News about Adani Energy Solutions Limited
News about Adani Enterprises Limited
News about Adani Green Energy Limited
News about Adani Total Gas Limited
News about Dr. Reddy's Laboratories Limited
Clarification by Gretex Corporate Services Limited
Clarification by Spandana Sphoorty Financial Limited
Clarification by Swaraj Suiting Limited
Clarification by Tejas Networks Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_12112025_20251112184557.pdf"
"12-Nov-2025","NSE Listing","Press Release dated November 12, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_12112025_20251112182556.pdf"
"12-Nov-2025","NSE Indices","Exclusion from Nifty SME Emerge index w.e.f. November 19, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs12112025_20251112181636.pdf"
"11-Nov-2025","NSE Listing","Press Release dated November 11, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_11112025_20251111190323.pdf"
"11-Nov-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. November 14, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs11112025_20251111185938.pdf"
"11-Nov-2025","Surveillance","Clarification by Spandana Sphoorty Financial Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_11112025_20251111181859.pdf"
"11-Nov-2025","Corporate Communications","NSE Electricity Futures Emerging as Benchmark for India’s Power Market","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_cc_11112025_20251111171036.pdf"
"10-Nov-2025","NSE Clearing","Market-wide Position Limit SAIL","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_nsccl_10112025_20251110201542.pdf"
"10-Nov-2025","Surveillance","News about Dr. Reddy's Laboratories Limited
Clarification by Raghav Productivity Enhancers Limited
Clarification by Refractory Shapes Limited
Clarification by SWAN CORP LIMITED","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_10112025_20251110183225.pdf"
"10-Nov-2025","NSE Listing","Press Release dated November 10, 2025.","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_10112025_20251110181455.pdf"
"10-Nov-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. November 13, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs10112025_20251110171132.pdf"
"10-Nov-2025","Corporate Communications","NSE-MSEPP Conference 2025 on Digital Technologies for Financial Inclusion","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_cc_10112025_20251110164750.pdf"
"07-Nov-2025","Surveillance","Clarification by ABM International Limited
Clarification by Dhariwalcorp Limited
Clarification by Lead Reclaim And Rubber Products Limited
Clarification by SWAN CORP LIMITED","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_07112025_20251107191732.pdf"
"07-Nov-2025","NSE Listing","Press Release dated November 07, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_07112025_20251107185107.pdf"
"07-Nov-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. November 12, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs07112025_1_20251107173007.pdf"
"07-Nov-2025","NSE Indices","Corporate Action adjustment for Allcargo Logistics Ltd. in Nifty Indices","https://nsearchives.nseindia.com//web/pressrelease/2025-11/ind_prs07112025_20251107172947.pdf"
"06-Nov-2025","Surveillance","Clarification by Bulkcorp International Limited
Clarification by Jyoti CNC Automation Limited
Clarification by Keynote Financial Services Limited
Clarification by Kundan Edifice Limited
Clarification by Sharda Motor Industries Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_06112025_20251106190154.pdf"
"06-Nov-2025","NSE Listing","Press Release dated November 06, 2025.","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_06112025_20251106152859.pdf"
"04-Nov-2025","NSE Listing","Press Release dated November 04, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_LIST_04112025_20251104184007.pdf"
"04-Nov-2025","Surveillance","Clarification by Hindware Home Innovation Limited
Clarification by Jyoti CNC Automation Limited
Clarification by Orchid Pharma Limited
Clarification by Sharda Motor Industries Limited
Clarification by Siyaram Silk Mills Limited
Clarification by Venky's (India) Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_04112025_20251104182835.pdf"
"04-Nov-2025","Corporate Communications","Consolidated total income for Q2FY26 stood at ₹ 4,160 crores 
Consolidated profit after tax for Q2FY26 was ₹ 2,098 crores  
Consolidated profit after tax for Q2FY26 (excluding the provision for SEBI settlement fees of ₹ 1,297 crores) was ₹ 3,395 crores, up by 16% QoQ  
Contribution to the exchequer in H1FY26 was ₹ 28,308 crores","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_cc_04112025_20251104180632.pdf"
"04-Nov-2025","Investor Services Cell","Press Release for the Month October 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_ISC_04112025_20251104165402.pdf"
"03-Nov-2025","Surveillance","Clarification by AVT Natural Products Limited
Clarification by Eurotex Industries and Exports Limited
Clarification by Hindware Home Innovation Limited
Clarification by Mufin Green Finance Limited
Clarification by Orchid Pharma Limited
Clarification by Repro India Limited
News about Shriram Finance Limited
Clarification by TARC Limited
News about Vodafone Idea Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-11/PR_surv_03112025_20251103184325.pdf"
"31-Oct-2025","Surveillance","Clarification by AVT Natural Products Limited
Clarification by Eurotex Industries and Exports Limited
Clarification by GPT Infraprojects Limited
Clarification by Giriraj Civil Developers Limited
Clarification by Megastar Foods Limited
Clarification by Mufin Green Finance Limited
Clarification by Nirman Agri Genetics Limited
Clarification by Repro India Limited
Clarification by TARC Limited
Clarification by The India Cements Limited
Clarification by Uniparts India Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_31102025_20251031200442.pdf"
"31-Oct-2025","NSE Listing","Press Release dated October 31, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_List_31102025_20251031175052.pdf"
"30-Oct-2025","Surveillance","News about Adani Ports and Special Economic Zone Limited
Clarification by Bharat Wire Ropes Limited
Clarification by Essar Shipping Limited
Clarification by Greaves Cotton Limited
Clarification by IFB Agro Industries Limited
Clarification by MMTC Limited
Clarification by The India Cements Limited
Clarification by Uniparts India Limited
Clarification by Venky's (India) Limited
News about Vodafone Idea Limited
Clarification by Walchandnagar Industries Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_30102025_20251030183239.pdf"
"29-Oct-2025","Surveillance","News about Adani Ports and Special Economic Zone Limited
Clarification by Bharat Wire Ropes Limited
Clarification by IFB Agro Industries Limited
Clarification by Kirloskar Oil Engines Limited
Clarification by MMTC Limited
Clarification by Precision Wires India Limited
Clarification by Remsons Industries Limited
Clarification by Sun Pharma Advanced Research Company Limited
Clarification by Walchandnagar Industries Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_29102025_20251029202612.pdf"
"28-Oct-2025","Surveillance","Clarification by ARVIND PORT AND INFRA LIMITED
Clarification by Kirloskar Oil Engines Limited
Clarification by Precision Wires India Limited
Clarification by Ratnamani Metals & Tubes Limited
Clarification by Remsons Industries Limited
Clarification by Richa Info Systems Limited
News about Stylam Industries Limited
Clarification by Sun Pharma Advanced Research Company Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_28102025_20251028201811.pdf"
"28-Oct-2025","NSE Indices","Changes in Nifty Fixed Income indices w.e.f. October 31, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs28102025_20251028174548.pdf"
"27-Oct-2025","Surveillance","Clarification by Advance Agrolife Limited
Clarification by Essar Shipping Limited
Clarification by GPT Infraprojects Limited
Clarification by Global Vectra Helicorp Limited
Clarification by Greaves Cotton Limited
Clarification by NOCIL Limited
News about RBL Bank Limited
Clarification by Ratnamani Metals & Tubes Limited
Clarification by Rite Zone Chemcon India Limited
Clarification by Vaibhav Global Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_27102025_20251027193617.pdf"
"27-Oct-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. October 30, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs27102025_20251027174755.pdf"
"24-Oct-2025","NSE Clearing","Market-wide Position Limit SAIL & SAMMAANCAP","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_nsccl_24102025_20251024215238.pdf"
"24-Oct-2025","Surveillance","Clarification by Divyadhan Recycling Industries Limited
Clarification by Electro Force (India) Limited
Clarification by GFL Limited
Clarification by GK Energy Limited
Clarification by Gem Aromatics Limited
Clarification by NOCIL Limited
Clarification by Regaal Resources Limited
News about Syngene International Limited
Clarification by Tatva Chintan Pharma Chem Limited
Clarification by Tolins Tyres Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_24102025_20251024183023.pdf"
"24-Oct-2025","NSE Indices","Changes in Nifty Fixed Income indices w.e.f. October 31, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs24102025_20251024172720.pdf"
"24-Oct-2025","Corporate Communications","NSE Introduces Four New Mobile Solutions & Enhancements to NSE MF Invest Mutual Fund Platform to Empower Investors & Market Participants.","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_cc_24102025_20251024120102.pdf"
"23-Oct-2025","Surveillance","News about Bharat Forge Limited
Clarification by GFL Limited
Clarification by GK Energy Limited
Clarification by Gem Aromatics Limited
Clarification by Indo Rama Synthetics (India) Limited
Clarification by Lexus Granito (India) Limited
Clarification by Mahendra Realtors & Infrastructure Limited
Clarification by Mcon Rasayan India Limited
News about Protean eGov Technologies Limited
Clarification by RPG Life Sciences Limited
Clarification by Regaal Resources Limited
News about Syngene International Limited
Clarification by Tatva Chintan Pharma Chem Limited
Clarification by Tolins Tyres Limited
Clarification by Vaibhav Global Limited
Clarification by Vijaypd Ceutical Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_23102025_20251023190134.pdf"
"23-Oct-2025","NSE Listing","Press Release dated October 23, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_List_23102025_20251023172219.pdf"
"21-Oct-2025","Surveillance","News about Ola Electric Mobility Limited
Clarification by Prism Johnson Limited
Clarification by RPG Life Sciences Limited
Clarification by Rajratan Global Wire Limited
Clarification by SIL Investments Limited
Clarification by Shanthi Gears Limited
News about The Federal Bank  Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_21102025_20251021174728.pdf"
"20-Oct-2025","Surveillance","Clarification by ATC Energies System Limited
Clarification by Bombay Burmah Trading Corporation Limited
Clarification by Indo Rama Synthetics (India) Limited
Clarification by Kalyani Investment Company Limited
Clarification by Nalwa Sons Investments Limited
News about Ola Electric Mobility Limited
Clarification by Pilani Investment and Industries Corporation Limited
Clarification by Rajratan Global Wire Limited
Clarification by Shanthi Gears Limited
News about The Federal Bank  Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_20102025_20251020191249.pdf"
"20-Oct-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. October 24, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs20102025_1_20251020180148.pdf"
"20-Oct-2025","NSE Indices","Replacement in indices w.e.f. October 28, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs20102025_20251020175944.pdf"
"17-Oct-2025","NSE Clearing","Market-wide Position Limit RBLBANK","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_nsccl_17102025_20251017193109.pdf"
"17-Oct-2025","Surveillance","Clarification by Beacon Trusteeship Limited
Clarification by Bombay Burmah Trading Corporation Limited
Clarification by Global Vectra Helicorp Limited
Clarification by Gurunanak Agriculture India Limited
Clarification by Kalyani Investment Company Limited
Clarification by Nalwa Sons Investments Limited
Clarification by Pilani Investment and Industries Corporation Limited
Clarification by Pokarna Limited
Clarification by Popular Vehicles and Services Limited
Clarification by SIL Investments Limited
Clarification by Tarapur Transformers Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_17102025_20251017192545.pdf"
"17-Oct-2025","NSE Indices","Inclusions in Nifty IPO w.e.f. October 23, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs17102025_1_20251017180900.pdf"
"17-Oct-2025","NSE Indices","Replacements in indices w.e.f. October 31, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs17102025_20251017180840.pdf"
"16-Oct-2025","Surveillance","Clarification by Eveready Industries India Limited
Clarification by Mindteck (India) Limited
Clarification by Pokarna Limited
Clarification by Popular Vehicles and Services Limited
News about Protean eGov Technologies Limited
Clarification by Samay Project Services Limited
Clarification by Tarapur Transformers Limited
Clarification by Vels Film International Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_16102025_20251016191557.pdf"
"16-Oct-2025","Corporate Communications","Surat Municipal Corporation Lists ₹200 Crore Green Municipal Bond public issue on NSE - marks a milestone in sustainable urban finance","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_cc_16102025_20251016165904.pdf"
"16-Oct-2025","NSE Listing","Press Release dated October 16, 2025.","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_LIST_16102025_20251016161106.pdf"
"15-Oct-2025","NSE Listing","Press Release dated October 15, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_LIST_15102025_20251015194242.pdf"
"15-Oct-2025","Surveillance","Clarification by Eveready Industries India Limited
Clarification by Foseco India Limited
Clarification by LG Balakrishnan & Bros Limited
Clarification by Mindteck (India) Limited
Clarification by Niraj Cement Structurals Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_15102025_20251015185502.pdf"
"15-Oct-2025","NSE Indices","Changes in Nifty Fixed Income indices w.e.f. October 20, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs15102025_1_20251015180936.pdf"
"15-Oct-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. October 20, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs15102025_20251015171516.pdf"
"14-Oct-2025","Surveillance","Clarification by Dreamfolks Services Limited
Clarification by Foseco India Limited
Clarification by Gretex Corporate Services Limited
Clarification by Indoco Remedies Limited
Clarification by Jindal Photo Limited
News about Jupiter Life Line Hospitals Limited
Clarification by Kirloskar Electric Company Limited
Clarification by LG Balakrishnan & Bros Limited
Clarification by Muthoot Microfin Limited
Clarification by Niraj Cement Structurals Limited
Clarification by Orbit Exports Limited
News about RBL Bank Limited
Clarification by Siddhi Cotspin Limited
Clarification by V Marc India Limited","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_14102025_20251014190343.pdf"
"14-Oct-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. October 17, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs14102025_20251014183847.pdf"
"13-Oct-2025","Surveillance","Clarification by BlueStone Jewellery and Lifestyle Limited
Clarification by Dreamfolks Services Limited
Clarification by Gretex Corporate Services Limited
Clarification by Hybrid Financial Services Limited
Clarification by Indoco Remedies Limited
Clarification by Isgec Heavy Engineering Limited
Clarification by Jindal Photo Limited
News about Jupiter Life Line Hospitals Limited
Clarification by Jyoti CNC Automation Limited
Clarification by Keynote Financial Services Limited
Clarification by Kirloskar Electric Company Limited
Clarification by Muthoot Microfin Limited
Clarification by Nagreeka Capital & Infrastructure Limited
Clarification by Swelect Energy Systems Limited
Clarification by WE WIN LIMITED","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_13102025_20251013193612.pdf"
"13-Oct-2025","NSE Indices","Inclusion in Nifty IPO w.e.f. October 16, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs13102025_20251013172749.pdf"
"13-Oct-2025","NSE Listing","Press Release dated October 13, 2025.","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_LIST_13102025_20251013162112.pdf"
"10-Oct-2025","Surveillance","Clarification by BlueStone Jewellery and Lifestyle Limited
Clarification by California Software Company Limited
Clarification by Cupid Limited
Clarification by Essar Shipping Limited
Clarification by Hybrid Financial Services Limited
Clarification by Isgec Heavy Engineering Limited
Clarification by Jindal Poly Investment and Finance Company Limited
Clarification by Jindal Worldwide Limited
Clarification by Jyoti CNC Automation Limited
Clarification by Keynote Financial Services Limited
Clarification by Nagreeka Capital & Infrastructure Limited
Clarification by Palred Technologies Limited
Clarification by Swelect Energy Systems Limited
Clarification by Tirupati Forge Limited
Clarification by WE WIN LIMITED","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_surv_10102025_20251010213514.pdf"
"10-Oct-2025","NSE Listing","Press Release dated October 10, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_LIST_10102025_20251010195420.pdf"
"10-Oct-2025","NSE Clearing","Market-wide Position Limit SAMMAANCAP","https://nsearchives.nseindia.com//web/pressrelease/2025-10/PR_nsccl_10102025_20251010194357.pdf"
"10-Oct-2025","NSE Indices","Changes in Nifty Fixed Income indices w.e.f. October 15, 2025","https://nsearchives.nseindia.com//web/pressrelease/2025-10/ind_prs10102025_1_20251010184753.pdf"
